marine_site_name,cbs_site_code,latitude,longitude,georegion,bioregion,mpa_designation,mpa_name,nms_name,asbs_name,island,state_province,survey_rep,year,species_lump,total_count,number_of_transects_sampled,est_swath_area_searched_m2,density_per_m2
Punta Abreojos,1006,26.70548058,-113.5763,MX Baja,Government Point to Mexico,NONE,NONE,NONE,NONE,Mainland,Baja California Sur,1,2003,Henricia spp,0,11,1142,0
Punta Abreojos,1006,26.70548058,-113.5763,MX Baja,Government Point to Mexico,NONE,NONE,NONE,NONE,Mainland,Baja California Sur,1,2003,Linckia columbiae,0,11,1142,0
Punta Abreojos,1006,26.70548058,-113.5763,MX Baja,Government Point to Mexico,NONE,NONE,NONE,NONE,Mainland,Baja California Sur,1,2003,Patiria miniata,0,11,1142,0
Punta Abreojos,1006,26.70548058,-113.5763,MX Baja,Government Point to Mexico,NONE,NONE,NONE,NONE,Mainland,Baja California Sur,1,2003,Pisaster giganteus,0,11,1142,0
Punta Abreojos,1006,26.70548058,-113.5763,MX Baja,Government Point to Mexico,NONE,NONE,NONE,NONE,Mainland,Baja California Sur,1,2003,Pisaster ochraceus,0,11,1142,0
Punta Abreojos,1006,26.70548058,-113.5763,MX Baja,Government Point to Mexico,NONE,NONE,NONE,NONE,Mainland,Baja California Sur,1,2003,Pycnopodia helianthoides,0,11,1142,0
Punta Baja,1003,29.94898033,-115.81207,MX Baja,Government Point to Mexico,NONE,NONE,NONE,NONE,Mainland,Baja California,1,2003,Dermasterias imbricata,0,11,1370.4,0
Punta Baja,1003,29.94898033,-115.81207,MX Baja,Government Point to Mexico,NONE,NONE,NONE,NONE,Mainland,Baja California,1,2003,Evasterias troschelii,0,11,1370.4,0
Punta Baja,1003,29.94898033,-115.81207,MX Baja,Government Point to Mexico,NONE,NONE,NONE,NONE,Mainland,Baja California,1,2003,Heliaster kubiniji,0,11,1370.4,0
Punta Baja,1003,29.94898033,-115.81207,MX Baja,Government Point to Mexico,NONE,NONE,NONE,NONE,Mainland,Baja California,1,2003,Henricia spp,0,11,1370.4,0
Punta Baja,1003,29.94898033,-115.81207,MX Baja,Government Point to Mexico,NONE,NONE,NONE,NONE,Mainland,Baja California,1,2003,Linckia columbiae,0,11,1370.4,0
Punta Baja,1003,29.94898033,-115.81207,MX Baja,Government Point to Mexico,NONE,NONE,NONE,NONE,Mainland,Baja California,1,2003,Patiria miniata,0,11,1370.4,0
Punta Baja,1003,29.94898033,-115.81207,MX Baja,Government Point to Mexico,NONE,NONE,NONE,NONE,Mainland,Baja California,1,2003,Pisaster giganteus,0,11,1370.4,0
Punta Baja,1003,29.94898033,-115.81207,MX Baja,Government Point to Mexico,NONE,NONE,NONE,NONE,Mainland,Baja California,1,2003,Pisaster ochraceus,33,11,1370.4,0.02408056
Punta Baja,1003,29.94898033,-115.81207,MX Baja,Government Point to Mexico,NONE,NONE,NONE,NONE,Mainland,Baja California,1,2003,Pycnopodia helianthoides,0,11,1370.4,0
Punta Borascosa,2001,31.4892807,-114.041,MX Gulf,Gulf of California,NONE,NONE,NONE,NONE,Mainland,Sonora,1,2003,Dermasterias imbricata,0,11,12264,0
Punta Borascosa,2001,31.4892807,-114.041,MX Gulf,Gulf of California,NONE,NONE,NONE,NONE,Mainland,Sonora,1,2003,Evasterias troschelii,0,11,12264,0
Punta Borascosa,2001,31.4892807,-114.041,MX Gulf,Gulf of California,NONE,NONE,NONE,NONE,Mainland,Sonora,1,2003,Heliaster kubiniji,0,11,12264,0
Punta Borascosa,2001,31.4892807,-114.041,MX Gulf,Gulf of California,NONE,NONE,NONE,NONE,Mainland,Sonora,1,2003,Henricia spp,0,11,12264,0
Punta Borascosa,2001,31.4892807,-114.041,MX Gulf,Gulf of California,NONE,NONE,NONE,NONE,Mainland,Sonora,1,2003,Linckia columbiae,0,11,12264,0
Punta Borascosa,2001,31.4892807,-114.041,MX Gulf,Gulf of California,NONE,NONE,NONE,NONE,Mainland,Sonora,1,2003,Patiria miniata,0,11,12264,0
Punta Borascosa,2001,31.4892807,-114.041,MX Gulf,Gulf of California,NONE,NONE,NONE,NONE,Mainland,Sonora,1,2003,Pisaster giganteus,0,11,12264,0
Punta Borascosa,2001,31.4892807,-114.041,MX Gulf,Gulf of California,NONE,NONE,NONE,NONE,Mainland,Sonora,1,2003,Pisaster ochraceus,0,11,12264,0
Punta Borascosa,2001,31.4892807,-114.041,MX Gulf,Gulf of California,NONE,NONE,NONE,NONE,Mainland,Sonora,1,2003,Pycnopodia helianthoides,0,11,12264,0
Punta Cerro Prieto,2004,28.8866806,-112.0498,MX Gulf,Gulf of California,NONE,NONE,NONE,NONE,Mainland,Sonora,1,2003,Dermasterias imbricata,0,11,247.4,0
Punta Cerro Prieto,2004,28.8866806,-112.0498,MX Gulf,Gulf of California,NONE,NONE,NONE,NONE,Mainland,Sonora,1,2003,Evasterias troschelii,0,11,247.4,0
Punta Cerro Prieto,2004,28.8866806,-112.0498,MX Gulf,Gulf of California,NONE,NONE,NONE,NONE,Mainland,Sonora,1,2003,Heliaster kubiniji,0,11,247.4,0
Punta Cerro Prieto,2004,28.8866806,-112.0498,MX Gulf,Gulf of California,NONE,NONE,NONE,NONE,Mainland,Sonora,1,2003,Henricia spp,0,11,247.4,0
Punta Cerro Prieto,2004,28.8866806,-112.0498,MX Gulf,Gulf of California,NONE,NONE,NONE,NONE,Mainland,Sonora,1,2003,Linckia columbiae,0,11,247.4,0
Punta Cerro Prieto,2004,28.8866806,-112.0498,MX Gulf,Gulf of California,NONE,NONE,NONE,NONE,Mainland,Sonora,1,2003,Patiria miniata,0,11,247.4,0
Punta Cerro Prieto,2004,28.8866806,-112.0498,MX Gulf,Gulf of California,NONE,NONE,NONE,NONE,Mainland,Sonora,1,2003,Pisaster giganteus,0,11,247.4,0
Punta Cerro Prieto,2004,28.8866806,-112.0498,MX Gulf,Gulf of California,NONE,NONE,NONE,NONE,Mainland,Sonora,1,2003,Pisaster ochraceus,0,11,247.4,0
Punta Cerro Prieto,2004,28.8866806,-112.0498,MX Gulf,Gulf of California,NONE,NONE,NONE,NONE,Mainland,Sonora,1,2003,Pycnopodia helianthoides,0,11,247.4,0
Punta Libertad,2003,29.83382034,-112.65013,MX Gulf,Gulf of California,NONE,NONE,NONE,NONE,Mainland,Sonora,1,2003,Dermasterias imbricata,0,11,588.4,0
Punta Libertad,2003,29.83382034,-112.65013,MX Gulf,Gulf of California,NONE,NONE,NONE,NONE,Mainland,Sonora,1,2003,Evasterias troschelii,0,11,588.4,0
Punta Libertad,2003,29.83382034,-112.65013,MX Gulf,Gulf of California,NONE,NONE,NONE,NONE,Mainland,Sonora,1,2003,Heliaster kubiniji,138,11,588.4,0.23453433
Punta Libertad,2003,29.83382034,-112.65013,MX Gulf,Gulf of California,NONE,NONE,NONE,NONE,Mainland,Sonora,1,2003,Henricia spp,0,11,588.4,0
Punta Libertad,2003,29.83382034,-112.65013,MX Gulf,Gulf of California,NONE,NONE,NONE,NONE,Mainland,Sonora,1,2003,Linckia columbiae,0,11,588.4,0
Punta Libertad,2003,29.83382034,-112.65013,MX Gulf,Gulf of California,NONE,NONE,NONE,NONE,Mainland,Sonora,1,2003,Patiria miniata,0,11,588.4,0
Punta Libertad,2003,29.83382034,-112.65013,MX Gulf,Gulf of California,NONE,NONE,NONE,NONE,Mainland,Sonora,1,2003,Pisaster giganteus,0,11,588.4,0
Punta Libertad,2003,29.83382034,-112.65013,MX Gulf,Gulf of California,NONE,NONE,NONE,NONE,Mainland,Sonora,1,2003,Pisaster ochraceus,0,11,588.4,0
Punta Libertad,2003,29.83382034,-112.65013,MX Gulf,Gulf of California,NONE,NONE,NONE,NONE,Mainland,Sonora,1,2003,Pycnopodia helianthoides,0,11,588.4,0
Punta Rompiente,1004,27.72610092,-114.99477,MX Baja,Government Point to Mexico,NONE,NONE,NONE,NONE,Mainland,Baja California Sur,1,2003,Dermasterias imbricata,0,11,1284,0
Punta Rompiente,1004,27.72610092,-114.99477,MX Baja,Government Point to Mexico,NONE,NONE,NONE,NONE,Mainland,Baja California Sur,1,2003,Evasterias troschelii,0,11,1284,0
Punta Rompiente,1004,27.72610092,-114.99477,MX Baja,Government Point to Mexico,NONE,NONE,NONE,NONE,Mainland,Baja California Sur,1,2003,Heliaster kubiniji,0,11,1284,0
Punta Rompiente,1004,27.72610092,-114.99477,MX Baja,Government Point to Mexico,NONE,NONE,NONE,NONE,Mainland,Baja California Sur,1,2003,Henricia spp,0,11,1284,0
Punta Rompiente,1004,27.72610092,-114.99477,MX Baja,Government Point to Mexico,NONE,NONE,NONE,NONE,Mainland,Baja California Sur,1,2003,Linckia columbiae,0,11,1284,0
Punta Rompiente,1004,27.72610092,-114.99477,MX Baja,Government Point to Mexico,NONE,NONE,NONE,NONE,Mainland,Baja California Sur,1,2003,Patiria miniata,0,11,1284,0
Punta Rompiente,1004,27.72610092,-114.99477,MX Baja,Government Point to Mexico,NONE,NONE,NONE,NONE,Mainland,Baja California Sur,1,2003,Pisaster giganteus,0,11,1284,0
Punta Rompiente,1004,27.72610092,-114.99477,MX Baja,Government Point to Mexico,NONE,NONE,NONE,NONE,Mainland,Baja California Sur,1,2003,Pisaster ochraceus,0,11,1284,0
Punta Rompiente,1004,27.72610092,-114.99477,MX Baja,Government Point to Mexico,NONE,NONE,NONE,NONE,Mainland,Baja California Sur,1,2003,Pycnopodia helianthoides,0,11,1284,0
Punta San Roque,1005,27.17717934,-114.39802,MX Baja,Government Point to Mexico,NONE,NONE,NONE,NONE,Mainland,Baja California Sur,1,2003,Dermasterias imbricata,0,11,505,0
Punta San Roque,1005,27.17717934,-114.39802,MX Baja,Government Point to Mexico,NONE,NONE,NONE,NONE,Mainland,Baja California Sur,1,2003,Evasterias troschelii,0,11,505,0
Punta San Roque,1005,27.17717934,-114.39802,MX Baja,Government Point to Mexico,NONE,NONE,NONE,NONE,Mainland,Baja California Sur,1,2003,Heliaster kubiniji,0,11,505,0
Punta San Roque,1005,27.17717934,-114.39802,MX Baja,Government Point to Mexico,NONE,NONE,NONE,NONE,Mainland,Baja California Sur,1,2003,Henricia spp,0,11,505,0
Punta San Roque,1005,27.17717934,-114.39802,MX Baja,Government Point to Mexico,NONE,NONE,NONE,NONE,Mainland,Baja California Sur,1,2003,Linckia columbiae,0,11,505,0
Punta San Roque,1005,27.17717934,-114.39802,MX Baja,Government Point to Mexico,NONE,NONE,NONE,NONE,Mainland,Baja California Sur,1,2003,Patiria miniata,0,11,505,0
Punta San Roque,1005,27.17717934,-114.39802,MX Baja,Government Point to Mexico,NONE,NONE,NONE,NONE,Mainland,Baja California Sur,1,2003,Pisaster giganteus,0,11,505,0
Punta San Roque,1005,27.17717934,-114.39802,MX Baja,Government Point to Mexico,NONE,NONE,NONE,NONE,Mainland,Baja California Sur,1,2003,Pisaster ochraceus,0,11,505,0
Punta San Roque,1005,27.17717934,-114.39802,MX Baja,Government Point to Mexico,NONE,NONE,NONE,NONE,Mainland,Baja California Sur,1,2003,Pycnopodia helianthoides,0,11,505,0
Pyramid Point,6000,41.98984146,-124.2093,CA North,WA Olympic Coast to San Francisco,SMCA,Pyramid Point SMCA,NONE,NONE,Mainland,California,1,2014,Dermasterias imbricata,0,11,717.32,0
Pyramid Point,6000,41.98984146,-124.2093,CA North,WA Olympic Coast to San Francisco,SMCA,Pyramid Point SMCA,NONE,NONE,Mainland,California,1,2014,Evasterias troschelii,0,11,717.32,0
Pyramid Point,6000,41.98984146,-124.2093,CA North,WA Olympic Coast to San Francisco,SMCA,Pyramid Point SMCA,NONE,NONE,Mainland,California,1,2014,Heliaster kubiniji,0,11,717.32,0
Pyramid Point,6000,41.98984146,-124.2093,CA North,WA Olympic Coast to San Francisco,SMCA,Pyramid Point SMCA,NONE,NONE,Mainland,California,1,2014,Henricia spp,0,11,717.32,0
Pyramid Point,6000,41.98984146,-124.2093,CA North,WA Olympic Coast to San Francisco,SMCA,Pyramid Point SMCA,NONE,NONE,Mainland,California,1,2014,Linckia columbiae,0,11,717.32,0
Pyramid Point,6000,41.98984146,-124.2093,CA North,WA Olympic Coast to San Francisco,SMCA,Pyramid Point SMCA,NONE,NONE,Mainland,California,1,2014,Patiria miniata,0,11,717.32,0
Pyramid Point,6000,41.98984146,-124.2093,CA North,WA Olympic Coast to San Francisco,SMCA,Pyramid Point SMCA,NONE,NONE,Mainland,California,1,2014,Pisaster giganteus,0,11,717.32,0
Pyramid Point,6000,41.98984146,-124.2093,CA North,WA Olympic Coast to San Francisco,SMCA,Pyramid Point SMCA,NONE,NONE,Mainland,California,1,2014,Pisaster ochraceus,20,11,717.32,0.027881559
Pyramid Point,6000,41.98984146,-124.2093,CA North,WA Olympic Coast to San Francisco,SMCA,Pyramid Point SMCA,NONE,NONE,Mainland,California,1,2014,Pycnopodia helianthoides,0,11,717.32,0
Pyramid Point,6000,41.98984146,-124.2093,CA North,WA Olympic Coast to San Francisco,SMCA,Pyramid Point SMCA,NONE,NONE,Mainland,California,2,2018,Dermasterias imbricata,0,11,725.32,0
Pyramid Point,6000,41.98984146,-124.2093,CA North,WA Olympic Coast to San Francisco,SMCA,Pyramid Point SMCA,NONE,NONE,Mainland,California,2,2018,Evasterias troschelii,0,11,725.32,0
Pyramid Point,6000,41.98984146,-124.2093,CA North,WA Olympic Coast to San Francisco,SMCA,Pyramid Point SMCA,NONE,NONE,Mainland,California,2,2018,Heliaster kubiniji,0,11,725.32,0
Pyramid Point,6000,41.98984146,-124.2093,CA North,WA Olympic Coast to San Francisco,SMCA,Pyramid Point SMCA,NONE,NONE,Mainland,California,2,2018,Henricia spp,0,11,725.32,0
Pyramid Point,6000,41.98984146,-124.2093,CA North,WA Olympic Coast to San Francisco,SMCA,Pyramid Point SMCA,NONE,NONE,Mainland,California,2,2018,Linckia columbiae,0,11,725.32,0
Pyramid Point,6000,41.98984146,-124.2093,CA North,WA Olympic Coast to San Francisco,SMCA,Pyramid Point SMCA,NONE,NONE,Mainland,California,2,2018,Patiria miniata,0,11,725.32,0
Pyramid Point,6000,41.98984146,-124.2093,CA North,WA Olympic Coast to San Francisco,SMCA,Pyramid Point SMCA,NONE,NONE,Mainland,California,2,2018,Pisaster giganteus,0,11,725.32,0
Pyramid Point,6000,41.98984146,-124.2093,CA North,WA Olympic Coast to San Francisco,SMCA,Pyramid Point SMCA,NONE,NONE,Mainland,California,2,2018,Pisaster ochraceus,69,11,725.32,0.095130425
Pyramid Point,6000,41.98984146,-124.2093,CA North,WA Olympic Coast to San Francisco,SMCA,Pyramid Point SMCA,NONE,NONE,Mainland,California,2,2018,Pycnopodia helianthoides,0,11,725.32,0
Rancho Marino; Cambria,29,35.52244186,-121.073,CA Central,San Francisco to Government Point,SMCA,White Rock SMCA,NONE,NONE,Mainland,California,1,2001,Dermasterias imbricata,0,11,532.8,0
Rancho Marino; Cambria,29,35.52244186,-121.073,CA Central,San Francisco to Government Point,SMCA,White Rock SMCA,NONE,NONE,Mainland,California,1,2001,Evasterias troschelii,0,11,532.8,0
Rancho Marino; Cambria,29,35.52244186,-121.073,CA Central,San Francisco to Government Point,SMCA,White Rock SMCA,NONE,NONE,Mainland,California,1,2001,Heliaster kubiniji,0,11,532.8,0
Rancho Marino; Cambria,29,35.52244186,-121.073,CA Central,San Francisco to Government Point,SMCA,White Rock SMCA,NONE,NONE,Mainland,California,1,2001,Henricia spp,0,11,532.8,0
Rancho Marino; Cambria,29,35.52244186,-121.073,CA Central,San Francisco to Government Point,SMCA,White Rock SMCA,NONE,NONE,Mainland,California,1,2001,Linckia columbiae,0,11,532.8,0
Rancho Marino; Cambria,29,35.52244186,-121.073,CA Central,San Francisco to Government Point,SMCA,White Rock SMCA,NONE,NONE,Mainland,California,1,2001,Patiria miniata,4,11,532.8,0.007507508
Rancho Marino; Cambria,29,35.52244186,-121.073,CA Central,San Francisco to Government Point,SMCA,White Rock SMCA,NONE,NONE,Mainland,California,1,2001,Pisaster giganteus,0,11,532.8,0
Rancho Marino; Cambria,29,35.52244186,-121.073,CA Central,San Francisco to Government Point,SMCA,White Rock SMCA,NONE,NONE,Mainland,California,1,2001,Pisaster ochraceus,18,11,532.8,0.033783784
Rancho Marino; Cambria,29,35.52244186,-121.073,CA Central,San Francisco to Government Point,SMCA,White Rock SMCA,NONE,NONE,Mainland,California,1,2001,Pycnopodia helianthoides,0,11,532.8,0
Rancho Marino; Cambria,29,35.52244186,-121.073,CA Central,San Francisco to Government Point,SMCA,White Rock SMCA,NONE,NONE,Mainland,California,2,2005,Dermasterias imbricata,0,11,732.62,0
Rancho Marino; Cambria,29,35.52244186,-121.073,CA Central,San Francisco to Government Point,SMCA,White Rock SMCA,NONE,NONE,Mainland,California,2,2005,Evasterias troschelii,0,11,732.62,0
Rancho Marino; Cambria,29,35.52244186,-121.073,CA Central,San Francisco to Government Point,SMCA,White Rock SMCA,NONE,NONE,Mainland,California,2,2005,Heliaster kubiniji,0,11,732.62,0
Rancho Marino; Cambria,29,35.52244186,-121.073,CA Central,San Francisco to Government Point,SMCA,White Rock SMCA,NONE,NONE,Mainland,California,2,2005,Henricia spp,0,11,732.62,0
Rancho Marino; Cambria,29,35.52244186,-121.073,CA Central,San Francisco to Government Point,SMCA,White Rock SMCA,NONE,NONE,Mainland,California,2,2005,Linckia columbiae,0,11,732.62,0
Rancho Marino; Cambria,29,35.52244186,-121.073,CA Central,San Francisco to Government Point,SMCA,White Rock SMCA,NONE,NONE,Mainland,California,2,2005,Patiria miniata,12,11,732.62,0.016379569
Rancho Marino; Cambria,29,35.52244186,-121.073,CA Central,San Francisco to Government Point,SMCA,White Rock SMCA,NONE,NONE,Mainland,California,2,2005,Pisaster giganteus,0,11,732.62,0
Rancho Marino; Cambria,29,35.52244186,-121.073,CA Central,San Francisco to Government Point,SMCA,White Rock SMCA,NONE,NONE,Mainland,California,2,2005,Pisaster ochraceus,76,11,732.62,0.103737272
Rancho Marino; Cambria,29,35.52244186,-121.073,CA Central,San Francisco to Government Point,SMCA,White Rock SMCA,NONE,NONE,Mainland,California,2,2005,Pycnopodia helianthoides,2,11,732.62,0.002729928
Rancho Marino; Cambria,29,35.52244186,-121.073,CA Central,San Francisco to Government Point,SMCA,White Rock SMCA,NONE,NONE,Mainland,California,3,2021,Dermasterias imbricata,0,11,732.62,0
Rancho Marino; Cambria,29,35.52244186,-121.073,CA Central,San Francisco to Government Point,SMCA,White Rock SMCA,NONE,NONE,Mainland,California,3,2021,Evasterias troschelii,0,11,732.62,0
Rancho Marino; Cambria,29,35.52244186,-121.073,CA Central,San Francisco to Government Point,SMCA,White Rock SMCA,NONE,NONE,Mainland,California,3,2021,Heliaster kubiniji,0,11,732.62,0
Rancho Marino; Cambria,29,35.52244186,-121.073,CA Central,San Francisco to Government Point,SMCA,White Rock SMCA,NONE,NONE,Mainland,California,3,2021,Henricia spp,0,11,732.62,0
Rancho Marino; Cambria,29,35.52244186,-121.073,CA Central,San Francisco to Government Point,SMCA,White Rock SMCA,NONE,NONE,Mainland,California,3,2021,Linckia columbiae,0,11,732.62,0
Rancho Marino; Cambria,29,35.52244186,-121.073,CA Central,San Francisco to Government Point,SMCA,White Rock SMCA,NONE,NONE,Mainland,California,3,2021,Patiria miniata,18,11,732.62,0.024569354
Rancho Marino; Cambria,29,35.52244186,-121.073,CA Central,San Francisco to Government Point,SMCA,White Rock SMCA,NONE,NONE,Mainland,California,3,2021,Pisaster giganteus,0,11,732.62,0
Rancho Marino; Cambria,29,35.52244186,-121.073,CA Central,San Francisco to Government Point,SMCA,White Rock SMCA,NONE,NONE,Mainland,California,3,2021,Pisaster ochraceus,1,11,732.62,0.001364964
Rancho Marino; Cambria,29,35.52244186,-121.073,CA Central,San Francisco to Government Point,SMCA,White Rock SMCA,NONE,NONE,Mainland,California,3,2021,Pycnopodia helianthoides,0,11,732.62,0
Roads End,4003,45.02574539,-124.01265,OR,WA Olympic Coast to San Francisco,MR,Cascade Head Marine Reserve,NONE,NONE,Mainland,Oregon,1,2015,Dermasterias imbricata,0,11,835.3,0
Roads End,4003,45.02574539,-124.01265,OR,WA Olympic Coast to San Francisco,MR,Cascade Head Marine Reserve,NONE,NONE,Mainland,Oregon,1,2015,Evasterias troschelii,0,11,835.3,0
Roads End,4003,45.02574539,-124.01265,OR,WA Olympic Coast to San Francisco,MR,Cascade Head Marine Reserve,NONE,NONE,Mainland,Oregon,1,2015,Heliaster kubiniji,0,11,835.3,0
Roads End,4003,45.02574539,-124.01265,OR,WA Olympic Coast to San Francisco,MR,Cascade Head Marine Reserve,NONE,NONE,Mainland,Oregon,1,2015,Henricia spp,0,11,835.3,0
Roads End,4003,45.02574539,-124.01265,OR,WA Olympic Coast to San Francisco,MR,Cascade Head Marine Reserve,NONE,NONE,Mainland,Oregon,1,2015,Linckia columbiae,0,11,835.3,0
Roads End,4003,45.02574539,-124.01265,OR,WA Olympic Coast to San Francisco,MR,Cascade Head Marine Reserve,NONE,NONE,Mainland,Oregon,1,2015,Patiria miniata,0,11,835.3,0
Roads End,4003,45.02574539,-124.01265,OR,WA Olympic Coast to San Francisco,MR,Cascade Head Marine Reserve,NONE,NONE,Mainland,Oregon,1,2015,Pisaster giganteus,0,11,835.3,0
Roads End,4003,45.02574539,-124.01265,OR,WA Olympic Coast to San Francisco,MR,Cascade Head Marine Reserve,NONE,NONE,Mainland,Oregon,1,2015,Pisaster ochraceus,59,11,835.3,0.070633305
Roads End,4003,45.02574539,-124.01265,OR,WA Olympic Coast to San Francisco,MR,Cascade Head Marine Reserve,NONE,NONE,Mainland,Oregon,1,2015,Pycnopodia helianthoides,0,11,835.3,0
Roads End,4003,45.02574539,-124.01265,OR,WA Olympic Coast to San Francisco,MR,Cascade Head Marine Reserve,NONE,NONE,Mainland,Oregon,2,2019,Dermasterias imbricata,0,11,828.7,0
Roads End,4003,45.02574539,-124.01265,OR,WA Olympic Coast to San Francisco,MR,Cascade Head Marine Reserve,NONE,NONE,Mainland,Oregon,2,2019,Evasterias troschelii,0,11,828.7,0
Roads End,4003,45.02574539,-124.01265,OR,WA Olympic Coast to San Francisco,MR,Cascade Head Marine Reserve,NONE,NONE,Mainland,Oregon,2,2019,Heliaster kubiniji,0,11,828.7,0
Roads End,4003,45.02574539,-124.01265,OR,WA Olympic Coast to San Francisco,MR,Cascade Head Marine Reserve,NONE,NONE,Mainland,Oregon,2,2019,Henricia spp,0,11,828.7,0
Roads End,4003,45.02574539,-124.01265,OR,WA Olympic Coast to San Francisco,MR,Cascade Head Marine Reserve,NONE,NONE,Mainland,Oregon,2,2019,Linckia columbiae,0,11,828.7,0
Roads End,4003,45.02574539,-124.01265,OR,WA Olympic Coast to San Francisco,MR,Cascade Head Marine Reserve,NONE,NONE,Mainland,Oregon,2,2019,Patiria miniata,0,11,828.7,0
Roads End,4003,45.02574539,-124.01265,OR,WA Olympic Coast to San Francisco,MR,Cascade Head Marine Reserve,NONE,NONE,Mainland,Oregon,2,2019,Pisaster giganteus,0,11,828.7,0
Roads End,4003,45.02574539,-124.01265,OR,WA Olympic Coast to San Francisco,MR,Cascade Head Marine Reserve,NONE,NONE,Mainland,Oregon,2,2019,Pisaster ochraceus,178,11,828.7,0.214794256
Roads End,4003,45.02574539,-124.01265,OR,WA Olympic Coast to San Francisco,MR,Cascade Head Marine Reserve,NONE,NONE,Mainland,Oregon,2,2019,Pycnopodia helianthoides,0,11,828.7,0
Roads End,4003,45.02574539,-124.01265,OR,WA Olympic Coast to San Francisco,MR,Cascade Head Marine Reserve,NONE,NONE,Mainland,Oregon,3,2023,Dermasterias imbricata,0,11,835.6,0
Roads End,4003,45.02574539,-124.01265,OR,WA Olympic Coast to San Francisco,MR,Cascade Head Marine Reserve,NONE,NONE,Mainland,Oregon,3,2023,Evasterias troschelii,0,11,835.6,0
Roads End,4003,45.02574539,-124.01265,OR,WA Olympic Coast to San Francisco,MR,Cascade Head Marine Reserve,NONE,NONE,Mainland,Oregon,3,2023,Heliaster kubiniji,0,11,835.6,0
Roads End,4003,45.02574539,-124.01265,OR,WA Olympic Coast to San Francisco,MR,Cascade Head Marine Reserve,NONE,NONE,Mainland,Oregon,3,2023,Henricia spp,0,11,835.6,0
Roads End,4003,45.02574539,-124.01265,OR,WA Olympic Coast to San Francisco,MR,Cascade Head Marine Reserve,NONE,NONE,Mainland,Oregon,3,2023,Linckia columbiae,0,11,835.6,0
Roads End,4003,45.02574539,-124.01265,OR,WA Olympic Coast to San Francisco,MR,Cascade Head Marine Reserve,NONE,NONE,Mainland,Oregon,3,2023,Patiria miniata,0,11,835.6,0
Roads End,4003,45.02574539,-124.01265,OR,WA Olympic Coast to San Francisco,MR,Cascade Head Marine Reserve,NONE,NONE,Mainland,Oregon,3,2023,Pisaster giganteus,0,11,835.6,0
Roads End,4003,45.02574539,-124.01265,OR,WA Olympic Coast to San Francisco,MR,Cascade Head Marine Reserve,NONE,NONE,Mainland,Oregon,3,2023,Pisaster ochraceus,141,11,835.6,0.168741024
Roads End,4003,45.02574539,-124.01265,OR,WA Olympic Coast to San Francisco,MR,Cascade Head Marine Reserve,NONE,NONE,Mainland,Oregon,3,2023,Pycnopodia helianthoides,0,11,835.6,0
Royal Palms,6021,33.71974182,-118.32857,CA South,Government Point to Mexico,NONE,NONE,NONE,NONE,Mainland,California,1,2022,Dermasterias imbricata,0,11,220,0
Royal Palms,6021,33.71974182,-118.32857,CA South,Government Point to Mexico,NONE,NONE,NONE,NONE,Mainland,California,1,2022,Evasterias troschelii,0,11,220,0
Royal Palms,6021,33.71974182,-118.32857,CA South,Government Point to Mexico,NONE,NONE,NONE,NONE,Mainland,California,1,2022,Heliaster kubiniji,0,11,220,0
Royal Palms,6021,33.71974182,-118.32857,CA South,Government Point to Mexico,NONE,NONE,NONE,NONE,Mainland,California,1,2022,Henricia spp,0,11,220,0
Royal Palms,6021,33.71974182,-118.32857,CA South,Government Point to Mexico,NONE,NONE,NONE,NONE,Mainland,California,1,2022,Linckia columbiae,0,11,220,0
Royal Palms,6021,33.71974182,-118.32857,CA South,Government Point to Mexico,NONE,NONE,NONE,NONE,Mainland,California,1,2022,Patiria miniata,0,11,220,0
Royal Palms,6021,33.71974182,-118.32857,CA South,Government Point to Mexico,NONE,NONE,NONE,NONE,Mainland,California,1,2022,Pisaster giganteus,0,11,220,0
Royal Palms,6021,33.71974182,-118.32857,CA South,Government Point to Mexico,NONE,NONE,NONE,NONE,Mainland,California,1,2022,Pisaster ochraceus,0,11,220,0
Royal Palms,6021,33.71974182,-118.32857,CA South,Government Point to Mexico,NONE,NONE,NONE,NONE,Mainland,California,1,2022,Pycnopodia helianthoides,0,11,220,0
S Frenchys Cove,401,34.00659943,-119.41077,CA Channel Islands North,Channel Islands North,SC,Anacapa Island Special Closure,Channel Islands NMS,Santa Barbara Island and Anacapa Island ASBS,Anacapa,California,1,2001,Dermasterias imbricata,0,11,671.98,0
S Frenchys Cove,401,34.00659943,-119.41077,CA Channel Islands North,Channel Islands North,SC,Anacapa Island Special Closure,Channel Islands NMS,Santa Barbara Island and Anacapa Island ASBS,Anacapa,California,1,2001,Evasterias troschelii,0,11,671.98,0
S Frenchys Cove,401,34.00659943,-119.41077,CA Channel Islands North,Channel Islands North,SC,Anacapa Island Special Closure,Channel Islands NMS,Santa Barbara Island and Anacapa Island ASBS,Anacapa,California,1,2001,Heliaster kubiniji,0,11,671.98,0
S Frenchys Cove,401,34.00659943,-119.41077,CA Channel Islands North,Channel Islands North,SC,Anacapa Island Special Closure,Channel Islands NMS,Santa Barbara Island and Anacapa Island ASBS,Anacapa,California,1,2001,Henricia spp,0,11,671.98,0
